parameter_set,model_type,condition,reference_condition,feature_id,Q_Ah,tau_factor_set,omega_tau_set,period_s,phase_norm,cycle_count,delta_x_inst,x_DCAC_cycle_mean,x_DC_window_mean,delta_x_cycle_mean,x_DCAC_cycle_amp,window_valid
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_surface_sto,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,-0.029164844387844724,0.7128778688730475,0.7128407230639799,3.714580906755138e-05,0.12176013938166108,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_mean,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,-34.23674074459427,983.9496391772149,983.0036964463749,0.9459427308399881,75.74642227091942,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_range,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,806.3391027342623,569.9905392965761,354.852153406063,215.13838589051312,1155.7815215184578,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_n_mean,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,-0.06055178239310796,-0.034441855550073196,-0.04045628366187255,0.006014428111799357,0.1503182797601534,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_p_mean,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,0.007638461521853764,0.0036150728658512943,0.003992909755066731,-0.0003778368892154364,0.018222611989041917,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_n_mean_signed,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,-1.0360030909664928,-0.4693874720562882,-0.4464741494515074,-0.02291332260478085,2.0835403524561595,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_p_mean_signed,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,1.172982021038706,0.5314492499334074,0.5055063587470556,0.025942891186351735,2.359023245055905,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,cell_temperature_K,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,0.0,298.15000000000003,298.15000000000003,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,total_heating_mean,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_minus_avg_sto,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,0.011219316355619402,0.005198885688257862,0.004949732815025435,0.00024915287323242635,0.0224767078759138,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_surface_minus_avg_sto,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,-0.029164552779420812,-0.02227161418234421,-0.021561097261015474,-0.0007105169213287368,0.0648818948636305,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_sto_range,0.7972868208859283,5.0,0.2,1140.9175086262733,0.26675845411185783,1.2667584541118577,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_sto,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,3.590342905479549e-07,0.20600577794696884,0.2123677181877323,-0.006361940240763475,0.10702728892213928,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_surface_sto,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,0.011180879424351226,0.21121096454700075,0.21731745100275832,-0.006106486455757565,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_max_surface_sto,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,0.011180879424351281,0.21121096454700075,0.21731745100275832,-0.006106486455757565,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_min_surface_sto,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,0.011180879424351281,0.21121096454700075,0.21731745100275832,-0.006106486455757565,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_sto,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,-2.3960574002668267e-07,0.7340764770373644,0.7298307616840148,0.004245715353349611,0.0714259151465303,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_surface_sto,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,-0.03105487166790033,0.7117855640591362,0.7082543170498999,0.003531247009236238,0.12176013938166108,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_mean,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,-34.02858884340378,983.9272778914171,983.0036964463753,0.9235814450418047,75.74573151628226,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_range,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,803.5299630534796,570.0283709827125,354.852153406063,215.17621757664955,1155.7815215184578,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_n_mean,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,-0.05930904246440223,-0.03460096962729694,-0.04005816897112354,0.005457199343826602,0.14857218925954563,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_p_mean,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,0.007366570698267854,0.0036287411073874214,0.003974171049993811,-0.00034542994260638917,0.01792053658148604,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_n_mean_signed,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,-1.0053475934345055,-0.4699351643242503,-0.44647414945150726,-0.023461014872743047,2.0835403524561595,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_p_mean_signed,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,1.1382732950082928,0.5320693573336489,0.5055063587470555,0.02656299858659339,2.359023245055905,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,cell_temperature_K,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,0.0,298.15000000000003,298.1500000000001,-5.684341886080802e-14,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,total_heating_mean,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_minus_avg_sto,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,0.011180520390060684,0.005205186600031892,0.004949732815026006,0.0002554537850058859,0.0224766684048415,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_surface_minus_avg_sto,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,-0.031054632062160383,-0.02229091297822807,-0.021576444634114917,-0.000714468344113154,0.0648818948636305,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_sto_range,0.8371059422783236,5.0,0.2,1140.9175086262733,0.29221076125181883,1.2922107612518188,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_sto,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,2.601664101098411e-07,0.2078016101947017,0.21935823274410587,-0.011556622549404177,0.10702728892213928,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_surface_sto,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,0.010841963831235202,0.21299408535830833,0.22430796555913196,-0.011313880200823634,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_max_surface_sto,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,0.01084196383123523,0.21299408535830833,0.22430796555913196,-0.011313880200823634,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_min_surface_sto,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,0.01084196383123523,0.21299408535830833,0.22430796555913196,-0.011313880200823634,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_sto,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,-1.7362510196239356e-07,0.7328780073476642,0.7251655598970449,0.007712447450619275,0.0714259151465303,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_surface_sto,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,-0.03217669947304769,0.7106214274670072,0.7035773463809603,0.007044081086046927,0.12176013938166108,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_mean,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,-32.97845367980278,983.9721978150042,983.0036964463752,0.9685013686289494,75.74573151628226,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_range,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,778.205702757581,569.9554314576135,354.85215340606305,215.10327805155043,1155.7815215184578,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_n_mean,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,-0.0567721053724937,-0.034641509004174384,-0.03967367450185513,0.005032165497680749,0.14469816118495749,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_p_mean,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,0.006914865069501569,0.0036271216607707043,0.003955747933995352,-0.00032862627322464803,0.017818438866740425,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_n_mean_signed,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,-0.9468720779429847,-0.468785017690356,-0.4464741494515074,-0.022310868238848647,2.0835403524561595,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_p_mean_signed,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,1.0720662258010611,0.5307671398645315,0.5055063587470555,0.025260781117475983,2.359023245055905,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,cell_temperature_K,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,0.0,298.15000000000003,298.1500000000001,-5.684341886080802e-14,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,total_heating_mean,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_minus_avg_sto,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,0.010841703664825075,0.005192475163606634,0.004949732815026097,0.00024274234858053662,0.0224766684048415,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_surface_minus_avg_sto,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,-0.03217652584794574,-0.02225657988065694,-0.021588213516084687,-0.000668366364572251,0.0648818948636305,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_sto_range,0.8769250636707187,5.0,0.2,1140.9175086262733,0.3184586593820443,1.3184586593820444,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_sto,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,1.2110163041811894e-07,0.20983361325494204,0.2264286532737625,-0.01659504001882045,0.10702728892213928,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_surface_sto,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.010166042172017192,0.21504392602588407,0.2313783860887886,-0.016334460062904538,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_max_surface_sto,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.010166042172017192,0.21504392602588407,0.2313783860887886,-0.016334460062904538,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_min_surface_sto,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.010166042172017192,0.21504392602588407,0.2313783860887886,-0.016334460062904538,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_sto,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,-8.081859215192111e-08,0.7315219262993643,0.7204470319226616,0.011074894376702726,0.0714259151465303,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_surface_sto,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,-0.03241631654887944,0.7092101650208094,0.6988498335799448,0.010360331440864567,0.12176013938166108,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_mean,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,-30.971675646357653,983.9093702649293,983.0036964463753,0.9056738185539643,75.74573151628226,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_range,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,727.7734770141444,570.1568545033251,354.8521534060631,215.304701097262,1155.7815215184578,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_n_mean,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,-0.0526939994721647,-0.034895936011406926,-0.039304999071451324,0.004409063060044398,0.14469816118495749,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_p_mean,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.006258313004049175,0.003650032824789746,0.003937781335017476,-0.00028774851022772985,0.017818438866740425,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_n_mean_signed,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,-0.8574014271238526,-0.4703181890114073,-0.4464741494515073,-0.0238440395599,2.0835403524561595,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_p_mean_signed,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.9707658863169695,0.5325030250278543,0.5055063587470555,0.026996666280798776,2.359023245055905,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,cell_temperature_K,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.0,298.15000000000003,298.15000000000003,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,total_heating_mean,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_minus_avg_sto,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.010165921070386769,0.005210312770942047,0.004949732815026111,0.0002605799559159362,0.0224766684048415,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_surface_minus_avg_sto,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,-0.032416235730287374,-0.022311761278555206,-0.021597198342716735,-0.0007145629358384711,0.06486362391124556,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_sto_range,0.916744185063114,5.0,0.2,1140.9175086262733,0.3461424896702722,1.346142489670272,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_sto,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,-7.33633212512963e-09,0.21212753592046124,0.2335855050852976,-0.02145796916483636,0.10702728892213928,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_surface_sto,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.009084528228489486,0.2173421693888295,0.23853523790032374,-0.021193068511494245,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_max_surface_sto,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.009084528228489486,0.21734216938882947,0.23853523790032374,-0.021193068511494273,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_min_surface_sto,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.009084528228489486,0.21734216938882947,0.23853523790032374,-0.021193068511494273,0.11377786905529319,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_sto,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,4.895986727149193e-09,0.7299910501339477,0.715670823019726,0.014320227114221762,0.0714259151465303,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_surface_sto,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,-0.031570242758899636,0.7076616292957217,0.6940667799133255,0.01359484938239619,0.12171687714134438,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_mean,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,-27.786040694918825,983.8947535332801,983.0036964463752,0.8910570869048797,75.74573151628226,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_range,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,647.6802745673659,570.3541136706727,354.85215340606305,215.5019602646097,1155.7815215184578,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_n_mean,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,-0.04658904320275818,-0.035051817147559325,-0.03895121867637357,0.003899401528814246,0.14469816118495749,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,eta_p_mean,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.005347891574138456,0.003660341650954537,0.003920252699513607,-0.0002599110485590698,0.017818438866740425,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_n_mean_signed,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,-0.7309366225475247,-0.4706362322842834,-0.44647414945150726,-0.024162082832776155,2.0835403524561595,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,j_p_mean_signed,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.8275800760084138,0.5328631195529082,0.5055063587470555,0.027356760805852698,2.359023245055905,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,cell_temperature_K,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.0,298.15,298.15000000000003,-5.684341886080802e-14,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,total_heating_mean,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_minus_avg_sto,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.009084535564821595,0.005214633468368279,0.004949732815026115,0.00026490065334216356,0.0224766684048415,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_surface_minus_avg_sto,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,-0.031570247654886335,-0.022329420838226057,-0.021604043106400427,-0.0007253777318256306,0.06486362391124556,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_surface_sto_range,0.9565633064555092,5.0,0.2,1140.9175086262733,0.3762285275959849,1.376228527595985,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_sto,0.9963824278479043,5.0,0.2,1140.9175086262733,0.4104680231462942,1.410468023146294,-1.4052622285265493e-07,0.21502142527757373,0.24089867114100197,-0.02587724586342824,0.10702728892213928,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_avg_surface_sto,0.9963824278479043,5.0,0.2,1140.9175086262733,0.4104680231462942,1.410468023146294,0.007462569110520151,0.22023416260922404,0.24584840395602808,-0.02561424134680404,0.11335194875508162,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_max_surface_sto,0.9963824278479043,5.0,0.2,1140.9175086262733,0.4104680231462942,1.410468023146294,0.007462569110520234,0.22023416260922402,0.24584840395602808,-0.025614241346804068,0.11335194875508162,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,neg_min_surface_sto,0.9963824278479043,5.0,0.2,1140.9175086262733,0.4104680231462942,1.410468023146294,0.007462569110520234,0.22023416260922402,0.24584840395602808,-0.025614241346804068,0.11335194875508162,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_sto,0.9963824278479043,5.0,0.2,1140.9175086262733,0.4104680231462942,1.410468023146294,9.37818205315466e-08,0.7280597791679521,0.7107902959746356,0.01726948319331645,0.0714259151465303,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,pos_avg_surface_sto,0.9963824278479043,5.0,0.2,1140.9175086262733,0.4104680231462942,1.410468023146294,-0.029244171644086325,0.7057325170809866,0.6891809676022801,0.016551549478706518,0.1202105874533852,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_mean,0.9963824278479043,5.0,0.2,1140.9175086262733,0.4104680231462942,1.410468023146294,-22.97474473320392,983.9021142856594,983.0036964463753,0.8984178392840931,75.74573151628226,True
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_5p0tauSet,Chen2020_SPMe_hier_DC03,elyte_c_range,0.9963824278479043,5.0,0.2,1140.9175086262733,0.4104680231462942,1.410468023146294,529.0849757132096,570.5042363118588,354.85215340606317,215.65208290579562,1155.7815215184578,True
