Q_Ah,t_full_s,t_even_s,t_odd_s,dt_even_minus_odd_s,dt_full_minus_even_s,dt_full_minus_odd_s
2.11,5585.869376675677,5585.990256258653,5586.748309640347,-0.7580533816935713,-0.12087958297615842,-0.8789329646697297
2.1199999999999997,5612.341356869991,5612.462236520384,5613.220299965931,-0.7580634455471227,-0.12087965039336268,-0.8789430959404854
2.13,5638.813455720172,5638.934333487985,5639.692399100074,-0.7580656120890126,-0.12087776781299908,-0.8789433799020117
2.1399999999999997,5665.285571714249,5665.406467659846,5666.164499271991,-0.758031612144805,-0.12089594559711259,-0.8789275577419176
2.15,5691.757761121529,5691.878639880713,5692.63671192451,-0.7580720437963464,-0.12087875918405189,-0.8789508029803983
2.1599999999999997,5718.229920498779,5718.350800122936,5719.108867355659,-0.7580672327230786,-0.12087962415625952,-0.8789468568793382
2.17,5744.702150934596,5744.823025432403,5745.581097805993,-0.7580723735900392,-0.12087449780665338,-0.8789468713966926
2.1799999999999997,5771.174306013899,5771.295202133647,5772.053238856923,-0.7580367232758363,-0.12089611974806758,-0.8789328430239038
2.19,5797.646406729269,5797.767292536573,5798.52534156469,-0.7580490281170569,-0.12088580730414833,-0.8789348354212052
2.1999999999999997,5824.118527078405,5824.239424431271,5824.997448894967,-0.758024463696529,-0.1208973528655406,-0.8789218165620696
2.21,5850.590611975414,5850.7114987789655,5851.469544533683,-0.7580457547173864,-0.12088680355191173,-0.8789325582692982
2.2199999999999998,5877.062665964709,5877.183553007697,5877.941596782456,-0.7580437747592441,-0.1208870429882154,-0.8789308177474595
2.23,5903.534695493836,5903.6555845523235,5904.413628528946,-0.7580439766225027,-0.12088905848759168,-0.8789330351100944
2.2399999999999998,5930.006658166288,5930.127540284182,5930.885592666947,-0.7580523827646175,-0.12088211789432535,-0.8789345006589429
2.25,5956.478565924126,5956.599444382746,5957.357504068206,-0.7580596854604664,-0.12087845861969981,-0.8789381440801662
2.26,5982.950544308954,5983.071434191454,5983.829468992787,-0.7580348013334515,-0.12088988249979593,-0.8789246838332474
2.27,6009.422523047248,6009.543417077954,6010.3014465860415,-0.7580295080879296,-0.12089403070513072,-0.8789235387930603
2.28,6035.894545565577,6036.015443148358,6036.773472593952,-0.7580294455938201,-0.12089758278125373,-0.8789270283750739
2.29,6062.366638429891,6062.487559998591,6063.245535856736,-0.7579758581450733,-0.12092156869948667,-0.87889742684456
2.3,6088.83865161193,6088.959591373007,6089.717530306866,-0.7579389338588953,-0.12093976107735216,-0.8788786949362475
